Name,City,State,Total Patients,Mortality %,Complication %,Start Date,End Date
Wellington Regional Medical Center,West Palm Beach,Florida,,,,,
St. Vincent's Medical Center Clay County,Middleburg,Florida,,,,,
Indian River Medical Center,Vero Beach,Florida,119,98,89,July 2011,June 2014
Citrus Memorial Health System,Inverness,Florida,,,,,
Florida Hospital Waterman,Tavares,Florida,,,,,
Flagler Hospital,Saint Augustine,Florida,,,,,
Florida Hospital Tampa,Tampa,Florida,,,,,
Baptist Medical Center Nassau,Fernandina Beach,Florida,,,,,
Fawcett Memorial Hospital,Port Charlotte,Florida,,,,,
Baptist Medical Center Beaches,Jacksonville Beach,Florida,,,,,
Northwest Medical Center,Margate,Florida,,,,,
Mease Dunedin Hospital,Dunedin,Florida,,,,,
Jay Hospital,Jay,Florida,,,,,
Hendry Regional Medical Center,Clewiston,Florida,,,,,
Palm Springs General Hospital,Hialeah,Florida,,,,,
UF Health Jacksonville,Jacksonville,Florida,,,,,
North Florida Regional Medical Center,Gainesville,Florida,,,,,
Blake Medical Center,Bradenton,Florida,,,,,
Bay Medical Center Sacred Heart Health System,Panama City,Florida,,,,,
Oak Hill Hospital,Brooksville,Florida,,,,,
North Shore Medical Center,Miami,Florida,,,,,
Healthmark Regional Medical Center,DeFuniak Springs,Florida,,,,,
Palms West Hospital,Loxahatchee,Florida,,,,,
Good Samaritan Medical Center,West Palm Beach,Florida,,,,,
Lakeside Medical Center,Belle Glade,Florida,,,,,
Ocala Regional Medical Center,Ocala,Florida,,,,,
Orange Park Medical Center,Orange Park,Florida,,,,,
Health First Holmes Regional Medical Center,Melbourne,Florida,,,,,
Baptist Hospital,Pensacola,Florida,,,,,
West Florida Hospital,Pensacola,Florida,,,,,
Tampa General Hospital,Tampa,Florida,,,,,
St. Cloud Regional Medical Center,Saint Cloud,Florida,,,,,
Putnam Community Medical Center,Palatka,Florida,,,,,
Lake Butler Hospital Hand Surgery Center,Lake Butler,Florida,,,,,
Palmetto General Hospital,Hialeah,Florida,,,,,
Regional Medical Center Bayonet Point,Hudson,Florida,,,,,
St. Petersburg General Hospital,Saint Petersburg,Florida,,,,,
Bethesda Hospital East,Boynton Beach,Florida,,,,,
Poinciana Medical Center,Kissimmee,Florida,,,,,
Brandon Regional Hospital,Brandon,Florida,,,,,
University of Miami Hospital,Miami,Florida,,,,,
Seven Rivers Regional Medical Center,Crystal River,Florida,,,,,
Morton Plant North Bay Hospital,New Port Richey,Florida,,,,,
Bascom Palmer Eye Institute-Anne Bates Leach Eye Hospital,Miami,Florida,,,,,
Osceola Regional Medical Center,Kissimmee,Florida,,,,,
Wuesthoff Medical Center - Melbourne,Melbourne,Florida,,,,,
Health Central Hospital,Ocoee,Florida,,,,,
Doctors Hospital,Coral Gables,Florida,,,,,
Physicians Regional - Pine Ridge,Naples,Florida,,,,,
Health First Viera Hospital,Melbourne,Florida,,,,,
Boca Raton Regional Hospital,Boca Raton,Florida,,,,,
Florida Hospital DeLand,DeLand,Florida,,,,,
Larkin Community Hospital,South Miami,Florida,,,,,
Bayfront Health Dade City,Dade City,Florida,,,,,
Capital Regional Medical Center,Tallahassee,Florida,,,,,
Homestead Hospital,Homestead,Florida,,,,,
Broward Health North,Deerfield Beach,Florida,,,,,
Memorial Hospital Pembroke,Pembroke Pines,Florida,,,,,
Florida Hospital Carrollwood,Tampa,Florida,,,,,
St. Vincent's Medical Center Southside,Jacksonville,Florida,,,,,
Florida Hospital North Pinellas,Tarpon Springs,Florida,,,,,
Central Florida Regional Hospital,Sanford,Florida,,,,,
South Miami Hospital,Miami,Florida,,,,,
Lakeland Regional Health,Lakeland,Florida,,,,,
Palm Beach Gardens Medical Center,Palm Beach Gardens,Florida,,,,,
Madison County Memorial Hospital,Madison,Florida,,,,,
Westside Regional Medical Center,Plantation,Florida,,,,,
Kendall Regional Medical Center,Miami,Florida,,,,,
Shands Lake Shore Regional Medical Center,Lake City,Florida,,,,,
Jackson Hospital,Marianna,Florida,,,,,
Doctors Hospital of Sarasota,Sarasota,Florida,,,,,
Mease Countryside Hospital,Safety Harbor,Florida,,,,,
Northwest Florida Community Hospital,Chipley,Florida,,,,,
Winter Haven Hospital,Winter Haven,Florida,71,96,90,July 2011,June 2014
Shands Live Oak Regional Medical Center,Live Oak,Florida,,,,,
Venice Regional Bayfront Health,Venice,Florida,59,97,90,July 2011,June 2014
Florida Hospital Memorial Medical Center,Daytona Beach,Florida,,,,,
Florida Hospital-Flagler,Palm Coast,Florida,,,,,
George E. Weems Memorial Hospital,Apalachicola,Florida,,,,,
Florida Hospital Heartland Medical Center,Sebring,Florida,,,,,
Baptist Hospital of Miami,Miami,Florida,,,,,
Campbellton Graceville Hospital,Graceville,Florida,,,,,
Aventura Hospital and Medical Center,Aventura,Florida,,,,,
West Kendall Baptist Hospital,Miami,Florida,,,,,
Wuesthoff Medical Center - Rockledge,Rockledge,Florida,,,,,
St. Vincent's Medical Center Riverside,Jacksonville,Florida,,,,,
Sacred Heart Hospital of Pensacola,Pensacola,Florida,,,,,
Bayfront Health St. Petersburg,Saint Petersburg,Florida,,,,,
Raulerson Hospital,Okeechobee,Florida,,,,,
The Villages Regional Hospital,The Villages,Florida,,,,,
Fort Walton Beach Medical Center,Fort Walton Beach,Florida,,,,,
Bayfront Health Port Charlotte,Port Charlotte,Florida,,,,,
JFK Medical Center,Atlantis,Florida,,,,,
South Bay Hospital,Sun City Center,Florida,,,,,
Florida Hospital Wesley Chapel,Wesley Chapel,Florida,,,,,
Bayfront Health Punta Gorda,Punta Gorda,Florida,,,,,
Bayfront Health Brooksville,Brooksville,Florida,,,,,
Lawnwood Regional Medical Center & Heart Institute,Fort Pierce,Florida,,,,,
Delray Medical Center,Delray Beach,Florida,73,98,88,July 2011,June 2014
Englewood Community Hospital,Englewood,Florida,,,,,
Broward Health Coral Springs,Coral Springs,Florida,,,,,
Memorial Hospital West,Pembroke Pines,Florida,,,,,
Plantation General Hospital,Plantation,Florida,,,,,
UF Health Shands Hospital,Gainesville,Florida,,,,,
DeSoto Memorial Hospital,Arcadia,Florida,,,,,
Broward Health Medical Center,Fort Lauderdale,Florida,,,,,
Martin Health System,Stuart,Florida,,,,,
Jupiter Medical Center,Jupiter,Florida,,,,,
Cape Coral Hospital,Cape Coral,Florida,,,,,
Fishermen's Hospital,Marathon,Florida,,,,,
Sacred Heart Hospital on the Emerald Coast,Miramar Beach,Florida,,,,,
Twin Cities Hospital,Niceville,Florida,,,,,
Sebastian River Medical Center,Sebastian,Florida,,,,,
St. Lucie Medical Center,Port St Lucie,Florida,,,,,
Westchester General Hospital,Miami,Florida,,,,,
Mariners Hospital,Tavernier,Florida,,,,,
Regional General Hospital,Williston,Florida,,,,,
Mount Sinai Medical Center,Miami Beach,Florida,,,,,
Hialeah Hospital,Hialeah,Florida,,,,,
Sarasota Memorial Health Care System,Sarasota,Florida,159,98,88,July 2011,June 2014
Florida Hospital,Orlando,Florida,,,,,
Florida Hospital Wauchula,Wauchula,Florida,,,,,
Baptist Medical Center Jacksonville,Jacksonville,Florida,,,,,
Lehigh Regional Medical Center,Lehigh Acres,Florida,,,,,
Lower Keys Medical Center,Key West,Florida,,,,,
Medical Center of Trinity,Trinity,Florida,,,,,
Northside Hospital,Saint Petersburg,Florida,,,,,
Cleveland Clinic Florida,Weston,Florida,73,97,83,July 2011,June 2014
Health First Palm Bay Hospital,Melbourne,Florida,,,,,
University Hospital and Medical Center,Tamarac,Florida,,,,,
Tampa Community Hospital,Tampa,Florida,,,,,
Lake City Medical Center,Lake City,Florida,,,,,
West Boca Medical Center,Boca Raton,Florida,,,,,
St. Anthony's Hospital,Saint Petersburg,Florida,,,,,
NCH Downtown Naples Hospital,Naples,Florida,,,,,
South Lake Hospital,Clermont,Florida,,,,,
Orlando Regional Medical Center,Orlando,Florida,,,,,
South Florida Baptist Hospital,Plant City,Florida,,,,,
Tallahassee Memorial HealthCare,Tallahassee,Florida,,,,,
St. Mary's Medical Center,West Palm Beach,Florida,,,,,
Highlands Regional Medical Center,Sebring,Florida,,,,,
Miami Jewish Home and Hospital for Aged,Miami,Florida,,,,,
Shands Starke Regional Medical Center,Starke,Florida,,,,,
Bert Fish Medical Center,New Smyrna Beach,Florida,,,,,
Parrish Medical Center,Titusville,Florida,,,,,
Palms of Pasadena Hospital,Saint Petersburg,Florida,,,,,
Munroe Regional Medical Center,Ocala,Florida,,,,,
Gulf Coast Medical Center,Fort Myers,Florida,,,,,
Health First Cape Canaveral Hospital,Cocoa Beach,Florida,,,,,
Florida Hospital Fish Memorial,Orange City,Florida,,,,,
Lee Memorial Hospital,Fort Myers,Florida,,,,,
West Palm Hospital,West Palm Beach,Florida,,,,,
St. Joseph's Hospital,Tampa,Florida,,,,,
Leesburg Regional Medical Center,Leesburg,Florida,,,,,
Bartow Regional Medical Center,Bartow,Florida,,,,,
Memorial Hospital Miramar,Miramar,Florida,,,,,
Gulf Breeze Hospital,Gulf Breeze,Florida,,,,,
Cypress Fairbanks Medical Center,Houston,Texas,,,,,
Centennial Medical Center,Frisco,Texas,,,,,
Baylor Medical Center at Uptown,Dallas,Texas,,,,,
Electra Memorial Hospital,Electra,Texas,,,,,
Parkland Health & Hospital System,Dallas,Texas,,,,,
St. David's Medical Center,Austin,Texas,,,,,
Denton Regional Medical Center,Denton,Texas,,,,,
CHRISTUS St. Michael Health System,Texarkana,Texas,,,,,
St. David's North Austin Medical Center,Austin,Texas,,,,,
Longview Regional Medical Center,Longview,Texas,,,,,
Baptist Orange Hospital,Orange,Texas,,,,,
Memorial Hermann Sugar Land Hospital,Sugar Land,Texas,,,,,
Kell West Regional Hospital,Wichita Falls,Texas,,,,,
El Campo Memorial Hospital,El Campo,Texas,,,,,
Covenant Hospital-Levelland,Levelland,Texas,,,,,
South Texas Spine and Surgical Hospital,San Antonio,Texas,,,,,
Valley Baptist Medical Center-Brownsville,Brownsville,Texas,,,,,
Northwest Hills Surgical Hospital,Austin,Texas,,,,,
Methodist Stone Oak Hospital,San Antonio,Texas,,,,,
Walnut Hill Medical Center,Dallas,Texas,,,,,
Texas Health Harris Methodist Hospital Fort Worth,Fort Worth,Texas,118,96,85,July 2011,June 2014
Central Texas Medical Center,San Marcos,Texas,,,,,
Memorial Hospital,Gonzales,Texas,,,,,
Medical Center of Plano,Plano,Texas,,,,,
Goodall-Witcher Hospital Authority,Clifton,Texas,,,,,
St. Luke's Patients Medical Center,Pasadena,Texas,,,,,
Jackson County Hospital District,Edna,Texas,,,,,
Seton Northwest Hospital,Austin,Texas,,,,,
Hendrick Health System,Abilene,Texas,,,,,
Houston Physicians Hospital,Webster,Texas,,,,,
Lakeway Regional Medical Center,Lakeway,Texas,,,,,
Texas Children's Hospital,Houston,Texas,,,,,
West Houston Medical Center,Houston,Texas,,,,,
Scott & White Hospital - Llano,Llano,Texas,,,,,
Foundation Surgical Hospital of San Antonio,San Antonio,Texas,,,,,
Houston Orthopedic and Spine Hospital,Bellaire,Texas,,,,,
Baylor Scott & White Hillcrest Medical Center,Waco,Texas,,,,,
Texas Health Harris Methodist Hospital Cleburne,Cleburne,Texas,,,,,
Paris Regional Medical Center,Paris,Texas,,,,,
Doctors Hospital of Laredo,Laredo,Texas,,,,,
Texas Health Harris Methodist Hospital Alliance,Fort Worth,Texas,,,,,
Doctor's Hospital at Renaissance,Edinburg,Texas,66,97,85,July 2011,June 2014
DeTar Healthcare System,Victoria,Texas,,,,,
College Station Medical Center,College Station,Texas,,,,,
Texas Health Harris Methodist Hospital Southwest Fort Worth,Fort Worth,Texas,,,,,
Sweeny Community Hospital,Sweeny,Texas,,,,,
Coryell Memorial Hospital,Gatesville,Texas,,,,,
Cedar Park Regional Medical Center,Cedar Park,Texas,,,,,
Texas Spine & Joint Hospital,Tyler,Texas,,,,,
Guadalupe Regional Medical Center,Seguin,Texas,,,,,
Covenant Medical Center,Lubbock,Texas,61,98,90,July 2011,June 2014
Wise Regional Health System,Decatur,Texas,,,,,
Methodist Hospital,San Antonio,Texas,,,,,
Clear Lake Regional Medical  Center,Webster,Texas,,,,,
Methodist Charlton Medical Center,Dallas,Texas,,,,,
Baylor Medical Center at Carrollton,Carrollton,Texas,,,,,
Kingwood Medical Center,Kingwood,Texas,,,,,
Gulf Coast Medical Center,Wharton,Texas,,,,,
Big Bend Regional Medical Center,Alpine,Texas,,,,,
USMD Hospital at Arlington,Arlington,Texas,,,,,
Parkview Regional Hospital,Mexia,Texas,,,,,
Permian Regional Medical Center,Andrews,Texas,,,,,
Reeves County Hospital,Pecos,Texas,,,,,
CHRISTUS Jasper Memorial Hospital,Jasper,Texas,,,,,
Heritage Park Surgical Hospital,Sherman,Texas,,,,,
Val Verde Regional Medical Center,Del Rio,Texas,,,,,
Medical Center of Lewisville,Lewisville,Texas,,,,,
Texas Health Presbyterian Hospital of Rockwall,Rockwall,Texas,,,,,
Sabine County Hospital,Hemphill,Texas,,,,,
OakBend Medical Center,Richmond,Texas,,,,,
Anson General Hospital,Anson,Texas,,,,,
Northwest Texas Surgery Center,Amarillo,Texas,,,,,
Hamilton General Hospital,Hamilton,Texas,,,,,
Mother Frances Hospital - Tyler,Tyler,Texas,238,98,88,July 2011,June 2014
Lynn County Hospital District,Tahoka,Texas,,,,,
Scott & White Hospital - Taylor,Taylor,Texas,,,,,
Memorial Hermann Surgical Hospital-First Colony,Sugar Land,Texas,,,,,
Baylor Medical Center at Irving,Irving,Texas,,,,,
Ennis Regional Medical Center,Ennis,Texas,,,,,
Tyler County Hospital,Woodville,Texas,,,,,
Southwest General Hospital,San Antonio,Texas,,,,,
Falls Community Hospital and Clinic,Marlin,Texas,,,,,
Citizens Medical Center,Victoria,Texas,,,,,
Houston Hospital for Specialized Surgery,Houston,Texas,,,,,
The Hospitals of Sierra Providence East Campus,El Paso,Texas,,,,,
Fisher County Hospital District,Rotan,Texas,,,,,
The Physicians Centre Hospital,Bryan,Texas,,,,,
Seton Highland Lakes,Burnet,Texas,,,,,
Baptist Hospitals of Southeast Texas,Beaumont,Texas,,,,,
Medina Regional Hospital,Hondo,Texas,,,,,
East Texas Medical Center Jacksonville,Jacksonville,Texas,,,,,
Connally Memorial Medical Center,Floresville,Texas,,,,,
Baylor All Saints Medical Center at Fort Worth,Fort Worth,Texas,,,,,
CHRISTUS Spohn Hospital Beeville,Beeville,Texas,,,,,
CHRISTUS Hospital-St. Elizabeth,Beaumont,Texas,,,,,
St. David's South Austin Medical Center,Austin,Texas,,,,,
Texas Health Presbyterian Hospital Dallas,Dallas,Texas,71,96,84,July 2011,June 2014
Nix Community General Hospital,Dilley,Texas,,,,,
Scott & White Hospital - Brenham,Brenham,Texas,,,,,
CHRISTUS Santa Rosa Health System,San Antonio,Texas,,,,,
Coon Memorial Hospital,Dalhart,Texas,,,,,
Grace Medical Center,Lubbock,Texas,,,,,
Mitchell County Hospital,Colorado City,Texas,,,,,
Northwest Texas Healthcare System,Amarillo,Texas,,,,,
Texas Orthopedic Hospital,Houston,Texas,,,,,
Dallas Regional Medical Center,Mesquite,Texas,,,,,
Ward Memorial Hospital,Monahans,Texas,,,,,
Navarro Regional Hospital,Corsicana,Texas,,,,,
San Angelo Community Medical Center,San Angelo,Texas,,,,,
Baylor Orthopedic and Spine Hospital at Arlington,Arlington,Texas,,,,,
Memorial Hermann Surgical Hospital Kingwood,Kingwood,Texas,,,,,
Hansford Hospital,Spearman,Texas,,,,,
Mayhill Hospital,Denton,Texas,,,,,
CHRISTUS Spohn Hospital Kleberg,Kingsville,Texas,,,,,
Haskell Memorial Hospital,Haskell,Texas,,,,,
St. Mark's Medical Center,La Grange,Texas,,,,,
Lubbock Heart Hospital,Lubbock,Texas,,,,,
Brazosport Regional Health System,Lake Jackson,Texas,,,,,
St. Joseph Medical Center,Houston,Texas,,,,,
St. Joseph Regional Health Center,Bryan,Texas,37,98,87,July 2011,June 2014
JPS Health Network,Fort Worth,Texas,,,,,
University General Hospital,Houston,Texas,,,,,
Foundation Surgical Hospital of El Paso,El Paso,Texas,,,,,
W. J. Mangold Memorial Hospital,Lockney,Texas,,,,,
Eastland Memorial Hospital,Eastland,Texas,,,,,
CHI St. Luke's Health Memorial Livingston,Livingston,Texas,,,,,
Corpus Christi Medical Center,Corpus Christi,Texas,,,,,
Methodist Hospital for Surgery,Addison,Texas,,,,,
Seton Medical Center Hays,Kyle,Texas,,,,,
North Runnels Hospital,Winters,Texas,,,,,
Baylor Regional Medical Center at Grapevine,Grapevine,Texas,,,,,
Lake Pointe Medical Center,Rowlett,Texas,,,,,
East Texas Medical Center-Gilmer,Gilmer,Texas,,,,,
Las Palmas Medical Center,El Paso,Texas,,,,,
Otto Kaiser Memorial Hospital,Kenedy,Texas,,,,,
St. Luke's Lakeside Hospital,The Woodlands,Texas,,,,,
Graham Regional Medical Center,Graham,Texas,,,,,
Lake Granbury Medical Center,Granbury,Texas,,,,,
Golden Plains Community Hospital,Borger,Texas,,,,,
University Medical Center,Lubbock,Texas,,,,,
Pampa Regional Medical Center,Pampa,Texas,,,,,
South Texas Health System,Edinburg,Texas,,,,,
Cornerstone Regional Hospital,Edinburg,Texas,,,,,
Methodist Ambulatory Surgery Hospital - Northwest,San Antonio,Texas,,,,,
Odessa Regional Medical Center,Odessa,Texas,,,,,
Texas Health Harris Methodist Hospital Stephenville,Stephenville,Texas,,,,,
Baylor Medical Center at Garland,Garland,Texas,,,,,
Doctor's Hospital - Tidwell,Houston,Texas,,,,,
Texas Health Harris Methodist Hospital Southlake,Southlake,Texas,,,,,
Houston Methodist Hospital,Houston,Texas,,,,,
Memorial Hermann Memorial City Medical Center,Houston,Texas,,,,,
Medical Center Health System,Odessa,Texas,,,,,
USMD Hospital at Fort Worth,Fort Worth,Texas,,,,,
Hemphill County Hospital,Canadian,Texas,,,,,
Hamlin Memorial Hospital,Hamlin,Texas,,,,,
Parkview Hospital,Wheeler,Texas,,,,,
University Medical Center at Brackenridge,Austin,Texas,,,,,
TOPS Surgical Specialty Hospital,Houston,Texas,,,,,
Titus Regional Medical Center,Mount Pleasant,Texas,,,,,
Hereford Regional Medical Center,Hereford,Texas,,,,,
Texas Health Center for Diagnostic & Surgery,Plano,Texas,,,,,
Stephens Memorial Hospital,Breckenridge,Texas,,,,,
Park Plaza Hospital,Houston,Texas,,,,,
Valley Regional Medical Center,Brownsville,Texas,,,,,
Emerus,Sugar Land,Texas,,,,,
The Hospital at Westlake Medical Center,Austin,Texas,,,,,
Swisher Memorial Hospital District,Tulia,Texas,,,,,
The Hospitals of Providence Sierra Campus,El Paso,Texas,,,,,
Methodist McKinney Hospital,McKinney,Texas,,,,,
TrustPoint Hospital,Lubbock,Texas,,,,,
North Central Surgical Center,Dallas,Texas,,,,,
East Texas Medical Center-Mount Vernon,Mount Vernon,Texas,,,,,
Nacogdoches Memorial Hospital,Nacogdoches,Texas,,,,,
Dimmit Regional Hospital,Carrizo Springs,Texas,,,,,
Seton Medical Center Harker Heights,Harker Heights,Texas,,,,,
Seton Medical Center Austin,Austin,Texas,,,,,
East Texas Medical Center Trinity,Trinity,Texas,,,,,
Martin County Hospital District,Stanton,Texas,,,,,
Little River Rockdale Hospital,Rockdale,Texas,,,,,
Seton Smithville Regional Hospital,Smithville,Texas,,,,,
Midland Memorial Hospital,Midland,Texas,21,98,86,July 2011,June 2014
Houston Northwest Medical Center,Houston,Texas,,,,,
Nix Health Care System,San Antonio,Texas,,,,,
Seton Medical Center Williamson,Round Rock,Texas,,,,,
Texas Health Presbyterian Hospital Plano,Plano,Texas,19,98,89,July 2011,June 2014
Rolling Plains Memorial Hospital,Sweetwater,Texas,,,,,
El Paso Specialty Hospital,El Paso,Texas,,,,,
Baptist Medical Center,San Antonio,Texas,,,,,
Baylor Medical Center at Waxahachie,Waxahachie,Texas,,,,,
St. Luke's The Woodlands Hospital,The Woodlands,Texas,38,98,86,July 2011,June 2014
East Texas Medical Center Clarksville,Clarksville,Texas,,,,,
Frio Regional Hospital,Pearsall,Texas,,,,,
Basin Healthcare Center,Odessa,Texas,,,,,
Texas Health Harris Methodist Hospital Azle,Azle,Texas,,,,,
Scott & White Hospital at Round Rock,Round Rock,Texas,,,,,
Muleshoe Area Medical Center,Muleshoe,Texas,,,,,
Wilson N. Jones Regional Medical Center,Sherman,Texas,,,,,
Childress Regional Medical Center,Childress,Texas,,,,,
